YEAR 	MONTH 	DAY 	    HC	GPP(gC/m2d) 	AR(gC/m2d) 	MR(gC/m2d) 	GR(gC/m2d)	NPP(gC/m2d) 	ET(mm/m2/d) 	LE(W/m2) 	 ASW(mm) 	   LAI	    CC 	  DEADTREE 	 D-Wf 	    D-Ws 	     D-Wbb 	      D-Wfr 	      D-Wcr 	     D-Wres 	       Wres 	      wlAR 	       wsAR 	      wbbAR 	      wfrAR 	      wcrAR
1997 	  1 	   1 	  1	    0.0000 	    0.4335 	    0.4335 	    0.0000	    -0.4335 	  0.0001 	    0.0017 	   524.8469 	 0.0000 	94.1375 	00 	   0.0000 	  0.0000 	    0.0000 	     0.0000 	     0.0000 	    -0.0043 	     9.0641 	    0.0000 	     0.3434 	     0.0904 	     0.0000 	     0.0268
1997 	  1 	   2 	  1	    0.0000 	    0.4197 	    0.4197 	    0.0000	    -0.4197 	  0.0001 	    0.0017 	   524.8469 	 0.0000 	94.1375 	00 	   0.0000 	  0.0000 	    0.0000 	     0.0000 	     0.0000 	    -0.0042 	     9.0599 	    0.0000 	     0.3318 	     0.0873 	     0.0000 	     0.0267
1997 	  1 	   3 	  1	    0.0000 	    0.4796 	    0.4796 	    0.0000	    -0.4796 	  0.0000 	    0.0009 	   524.8469 	 0.0000 	94.1375 	00 	   0.0000 	  0.0000 	    0.0000 	     0.0000 	     0.0000 	    -0.0048 	     9.0552 	    0.0000 	     0.3827 	     0.1007 	     0.0000 	     0.0260
1997 	  1 	   4 	  1	    0.0000 	    0.3477 	    0.3477 	    0.0000	    -0.3477 	  0.0000 	    0.0000 	   524.8469 	 0.0000 	94.1375 	00 	   0.0000 	  0.0000 	    0.0000 	     0.0000 	     0.0000 	    -0.0035 	     9.0517 	    0.0000 	     0.2715 	     0.0715 	     0.0000 	     0.0264
1997 	  1 	   5 	  1	    0.0000 	    0.2793 	    0.2793 	    0.0000	    -0.2793 	  0.0000 	    0.0000 	   524.8469 	 0.0000 	94.1375 	00 	   0.0000 	  0.0000 	    0.0000 	     0.0000 	     0.0000 	    -0.0028 	     9.0489 	    0.0000 	     0.2137 	     0.0563 	     0.0000 	     0.0268
1997 	  1 	   6 	  1	    0.0000 	    0.3165 	    0.3165 	    0.0000	    -0.3165 	  0.0000 	    0.0000 	   524.8469 	 0.0000 	94.1375 	00 	   0.0000 	  0.0000 	    0.0000 	     0.0000 	     0.0000 	    -0.0032 	     9.0457 	    0.0000 	     0.2449 	     0.0645 	     0.0000 	     0.0268
1997 	  1 	   7 	  1	    0.0000 	    0.3330 	    0.3330 	    0.0000	    -0.3330 	  0.0000 	    0.0000 	   524.8469 	 0.0000 	94.1375 	00 	   0.0000 	  0.0000 	    0.0000 	     0.0000 	     0.0000 	    -0.0033 	     9.0424 	    0.0000 	     0.2588 	     0.0681 	     0.0000 	     0.0268
1997 	  1 	   8 	  1	    0.0000 	    0.3465 	    0.3465 	    0.0000	    -0.3465 	  0.0000 	    0.0000 	   524.8469 	 0.0000 	94.1375 	00 	   0.0000 	  0.0000 	    0.0000 	     0.0000 	     0.0000 	    -0.0035 	     9.0389 	    0.0000 	     0.2701 	     0.0711 	     0.0000 	     0.0268
1997 	  1 	   9 	  1	    0.0000 	    0.3601 	    0.3601 	    0.0000	    -0.3601 	  0.0000 	    0.0000 	   524.8469 	 0.0000 	94.1375 	00 	   0.0000 	  0.0000 	    0.0000 	     0.0000 	     0.0000 	    -0.0036 	     9.0353 	    0.0000 	     0.2815 	     0.0741 	     0.0000 	     0.0270
1997 	  1 	  10 	  1	    0.0000 	    0.3717 	    0.3717 	    0.0000	    -0.3717 	  0.0000 	    0.0000 	   524.8469 	 0.0000 	94.1375 	00 	   0.0000 	  0.0000 	    0.0000 	     0.0000 	     0.0000 	    -0.0037 	     9.0316 	    0.0000 	     0.2913 	     0.0767 	     0.0000 	     0.0268
1997 	  1 	  11 	  1	    0.0000 	    0.3339 	    0.3339 	    0.0000	    -0.3339 	  0.0000 	    0.0000 	   524.8469 	 0.0000 	94.1375 	00 	   0.0000 	  0.0000 	    0.0000 	     0.0000 	     0.0000 	    -0.0033 	     9.0283 	    0.0000 	     0.2595 	     0.0683 	     0.0000 	     0.0269
